"","sqrt.reef","response","se.fit"
"1",0,1.91594247325982,0.528461205238476
"2",0.476075833713478,2.00242091668874,0.544660248517713
"3",0.952151667426956,2.09280198514097,0.562248703178135
"4",1.42822750114043,2.18726104848777,0.581419947307262
"5",1.90430333485391,2.28598129072805,0.602381519934334
"6",2.38037916856739,2.38915405366747,0.625352448655752
"7",2.85645500228087,2.49697919543984,0.650560187189135
"8",3.33253083599435,2.60966546449591,0.678237676695235
"9",3.80860666970783,2.72743088971076,0.708621063415909
"10",4.2846825034213,2.850503187287,0.741948451528142
"11",4.76075833713478,2.97912018515864,0.778459815926869
"12",5.23683417084826,3.1135302656293,0.818397964410389
"13",5.71291000456174,3.25399324182079,0.8620105723345
"14",6.18898583827522,3.40078226790846,0.90955281794672
"15",6.6650616719887,3.55418337132777,0.961287698318903
"16",7.14113750570217,3.71449563506366,1.01748705357542
"17",7.61721333941565,3.88203180226691,1.07843292434839
"18",8.09328917312913,4.05711890939901,1.14441887379428
"19",8.56936500684261,4.2400989492809,1.21575127112431
"20",9.04544084055609,4.4313295654896,1.29275054952565
